time,reward
0.0,0.0
4.0,1.4327859200000002
8.0,3.261492735623244
13.0,3.515679318456144
28.0,4.046198578868088
33.0,4.173850777130549
56.0,4.1926071270781575
59.0,4.207212471706161
64.0,4.208391490163935
82.0,4.208568454509363
90.0,4.310069604997802
