time,reward
0.0,0.0
5.0,2.201712067199999
7.0,3.3174052696729595
11.0,3.6312158657629596
30.0,3.7951482729176362
31.0,3.9459660874999387
35.0,3.970997642549871
53.0,3.9747547446760074
61.0,4.306347632298809
90.0,4.317792955963611
95.0,4.318518850610135
