time,reward
0.0,0.0
3.0,2.4917519999999995
7.5,6.1730777797324485
11.5,7.6457007524092315
25.0,9.447684336699322
27.5,9.994873173437702
55.0,10.524399822657607
56.5,10.52699819738395
58.5,10.529102880912287
72.0,10.534043183668134
91.0,10.535056446900821
